No,検査分類,表示名,施設ID,検査コード,検査名,検体コード,検体名,単位,標準単位,変換率
1912,ウイルス検査,Ｅｂ抗Ｅｂｎａ（Ｆａ）,1.2.840.114319.5.1000.1.22.2,535600,Ｅｂ抗Ｅｂｎａ（Ｆａ）,1B1,静脈血清（一般特殊 ）,倍,倍,1
1913,ウイルス検査,Ｅｂ抗Ｖｃａ・Ｉｇｇ（Ｅｉａ）,1.2.840.114319.5.1000.1.22.2,535700,Ｅｂ抗Ｖｃａ・Ｉｇｇ（Ｅｉａ）,1B1,静脈血清（一般特殊 ）,,,1
1914,ウイルス検査,Ｅｂ抗Ｖｃａ・Ｉｇｇ（Ｆａ）,1.2.840.114319.5.1000.1.22.2,535100,Ｅｂ抗Ｖｃａ・Ｉｇｇ（Ｆａ）,1B1,静脈血清（一般特殊 ）,倍,倍,1
1915,ウイルス検査,Ｅｂ抗Ｖｃａ・Ｉｇｍ（Ｅｉａ）,1.2.840.114319.5.1000.1.22.2,535900,Ｅｂ抗Ｖｃａ・Ｉｇｍ（Ｅｉａ）,1B1,静脈血清（一般特殊 ）,,,1
1916,ウイルス検査,Ｅｂ抗Ｖｃａ・Ｉｇｍ（Ｆａ）,1.2.840.114319.5.1000.1.22.2,535300,Ｅｂ抗Ｖｃａ・Ｉｇｍ（Ｆａ）,1B1,静脈血清（一般特殊 ）,倍,倍,1
1917,その他,Ｆｌｏｗ,1.2.840.114319.5.1000.1.28.13,0953,Ｆｌｏｗ,11,全血,,,1
1918,内分泌検査,17α－ヒドロキシプロゲステロン,1.2.840.114319.5.1000.1.22.2,393800,１７α－Ｏｈｐ（濾紙）,1G1,末梢全血（HLA関連）,ng/ml,ng/ml,1
1919,染色体検査,２２染色体Ｑ１１．２欠失,1.2.840.114319.5.1000.1.22.2,065500,２２染色体Ｑ１１．２欠失,1G1,末梢全血（HLA関連）,,,1
1920,染色体検査,７番染色体Ｆｉｓｈ,1.2.840.114319.5.1000.1.22.2,074300,７番染色体Ｆｉｓｈ,1N1,骨髄（生化）,,,1
1921,染色体検査,８番染色体Ｆｉｓｈ,1.2.840.114319.5.1000.1.22.2,074400,８番染色体Ｆｉｓｈ,1N1,骨髄（生化）,,,1
1922,染色体検査,AML,1.2.840.114319.5.1000.1.22.2,016600,Ａｍｌ：Ｍ２,1N1,骨髄（生化）,,,1
1923,染色体検査,AML疑い,1.2.840.114319.5.1000.1.22.2,016300,Ａｍｌ疑い,1N1,骨髄（生化）,,,1
1924,免疫血清検査,Ａｓｋ,1.2.840.114319.5.1000.1.22.2,370200,Ａｓｋ,1B1,静脈血清（一般特殊 ）,倍,倍,1
1925,免疫血清検査,Ａｓｌｏ,1.2.840.114319.5.1000.1.22.2,370100,Ａｓｌｏ,1B1,静脈血清（一般特殊 ）,IU/ml,IU/ml,1
1926,生化学検査,Ａｓｔ・Ａｌｔ↑,1.2.840.114319.5.1000.1.22.2,025400,Ａｓｔ・Ａｌｔ↑,1N1,骨髄（生化）,,,1
1927,細胞性免疫検査,Ｂ細胞％,1.2.840.114319.5.1000.1.22.2,470406,Ｂ細胞％,1G1,末梢全血（HLA関連）,%,%,1
1928,細胞性免疫検査,Ｂ細胞数（／Μｌ）,1.2.840.114319.5.1000.1.22.2,470407,Ｂ細胞数（／Μｌ）,1G1,末梢全血（HLA関連）,個,個,1
1929,免疫血清検査,Ｃ１ｑ（免疫複合体）,1.2.840.114319.5.1000.1.22.2,360200,Ｃ１ｑ（免疫複合体）,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
1930,生化学検査,Ｃ２４：０／Ｃ２２：０,1.2.840.114319.5.1000.1.22.2,382201,Ｃ２４：０／Ｃ２２：０,1C1,静脈血漿（凝固）,,,1
1931,生化学検査,Ｃ２５：０／Ｃ２２：０,1.2.840.114319.5.1000.1.22.2,382202,Ｃ２５：０／Ｃ２２：０,1C1,静脈血漿（凝固）,,,1
1932,生化学検査,Ｃ２６：０／Ｃ２２：０,1.2.840.114319.5.1000.1.22.2,382203,Ｃ２６：０／Ｃ２２：０,1C1,静脈血漿（凝固）,,,1
1933,遺伝子検査,Ｃｂｆｂ－Ｍｙｈ１１,1.2.840.114319.5.1000.1.22.2,078305,Ｃｂｆｂ－Ｍｙｈ１１,1N1,骨髄（生化）,,,1
1934,細胞性免疫検査,Ｃｄ１０,1.2.840.114319.5.1000.1.22.2,490201,Ｃｄ１０,1N1,骨髄（生化）,%,%,1
1935,細胞性免疫検査,Ｃｄ１３,1.2.840.114319.5.1000.1.22.2,490402,Ｃｄ１３,1N1,骨髄（生化）,%,%,1
1936,細胞性免疫検査,Ｃｄ１４,1.2.840.114319.5.1000.1.22.2,490403,Ｃｄ１４,1N1,骨髄（生化）,%,%,1
1937,細胞性免疫検査,Ｃｄ１６,1.2.840.114319.5.1000.1.22.2,490701,Ｃｄ１６,1N1,骨髄（生化）,%,%,1
1938,細胞性免疫検査,Ｃｄ１９,1.2.840.114319.5.1000.1.22.2,470402,Ｃｄ１９,1G1,末梢全血（HLA関連）,%,%,1
1939,細胞性免疫検査,Ｃｄ２０,1.2.840.114319.5.1000.1.22.2,490203,Ｃｄ２０,1N1,骨髄（生化）,%,%,1
1940,細胞性免疫検査,Ｃｄ３,1.2.840.114319.5.1000.1.22.2,470301,Ｃｄ３,1G1,末梢全血（HLA関連）,%,%,1
1941,細胞性免疫検査,Ｃｄ３３,1.2.840.114319.5.1000.1.22.2,490405,Ｃｄ３３,1N1,骨髄（生化）,%,%,1
1942,細胞性免疫検査,Ｃｄ３４,1.2.840.114319.5.1000.1.22.2,490105,Ｃｄ３４,1N1,骨髄（生化）,%,%,1
1943,細胞性免疫検査,Ｃｄ３４＋細胞数,1.2.840.114319.5.1000.1.22.2,480715,Ｃｄ３４＋細胞数,1D1,静脈全血（染色体・遺伝）,×10^3,×10^3,1
1944,細胞性免疫検査,Ｃｄ３４＋数／㎏,1.2.840.114319.5.1000.1.22.2,480717,Ｃｄ３４＋数／㎏,1D1,静脈全血（染色体・遺伝）,×10^3,×10^3,1
1945,細胞性免疫検査,Ｃｄ３４＋数／Μｌ,1.2.840.114319.5.1000.1.22.2,480711,Ｃｄ３４＋数／Μｌ,1D1,静脈全血（染色体・遺伝）,/㎜^3,/㎜^3,1
1946,細胞性免疫検査,Ｃｄ３４＋数／本,1.2.840.114319.5.1000.1.22.2,480719,Ｃｄ３４＋数／本,1D1,静脈全血（染色体・遺伝）,×10^3,×10^3,1
1947,細胞性免疫検査,Ｃｄ３４＋生細胞％,1.2.840.114319.5.1000.1.22.2,480712,Ｃｄ３４＋生細胞％,1D1,静脈全血（染色体・遺伝）,%,%,1
1948,細胞性免疫検査,Ｃｄ３８,1.2.840.114319.5.1000.1.22.2,490708,Ｃｄ３８,1N1,骨髄（生化）,%,%,1
1949,細胞性免疫検査,Ｃｄ４,1.2.840.114319.5.1000.1.22.2,470302,Ｃｄ４,1G1,末梢全血（HLA関連）,%,%,1
1950,細胞性免疫検査,Ｃｄ５,1.2.840.114319.5.1000.1.22.2,490306,Ｃｄ５,1N1,骨髄（生化）,%,%,1
1951,細胞性免疫検査,Ｃｄ５６,1.2.840.114319.5.1000.1.22.2,470403,Ｃｄ５６,1G1,末梢全血（HLA関連）,%,%,1
1952,細胞性免疫検査,Ｃｄ５８,1.2.840.114319.5.1000.1.22.2,490709,Ｃｄ５８,1N1,骨髄（生化）,%,%,1
1953,細胞性免疫検査,Ｃｄ７,1.2.840.114319.5.1000.1.22.2,490307,Ｃｄ７,1N1,骨髄（生化）,%,%,1
1954,細胞性免疫検査,Ｃｄ８,1.2.840.114319.5.1000.1.22.2,470303,Ｃｄ８,1G1,末梢全血（HLA関連）,%,%,1
1955,細胞性免疫検査,リンパ球幼若化検査(Cont),1.2.840.114319.5.1000.1.22.2,450202,Ｃｏｎａ－Ｃｏｎｔ．,1D1,静脈全血（染色体・遺伝）,cpm,cpm,1
1956,細胞性免疫検査,リンパ球幼若化検査(Pat),1.2.840.114319.5.1000.1.22.2,450201,Ｃｏｎａ－Ｐａｔ．,1D1,静脈全血（染色体・遺伝）,cpm,cpm,1
1957,生化学検査,Ｃｐｋ　アイソザイム,1.2.840.114319.5.1000.1.22.2,380300,Ｃｐｋ　アイソザイム,1B1,静脈血清（一般特殊 ）,ﾊﾟﾀ-ﾝ,ﾊﾟﾀ-ﾝ,1
1958,遺伝子検査,Ｄｅｋ－Ｎｕｐ２１４,1.2.840.114319.5.1000.1.22.2,078306,Ｄｅｋ－Ｎｕｐ２１４,1N1,骨髄（生化）,,,1
1959,その他,Ｅａ（Ｃｉ）,1.2.840.114319.5.1000.1.22.2,536001,Ｅａ（Ｃｉ）,1B1,静脈血清（一般特殊 ）,,,1
1960,生化学検査,Ｅｐａ／Ａａ比,1.2.840.114319.5.1000.1.22.2,382126,Ｅｐａ／Ａａ比,1B1,静脈血清（一般特殊 ）,,,1
1961,血液検査,F8,1.2.840.114319.5.1000.1.22.2,031802,Ｆⅷ％,1C1,静脈血漿（凝固）,%,%,1
1962,血液検査,F8-ch,1.2.840.114319.5.1000.1.22.2,031811,Ｆⅷ－Ｃｈ％,1C1,静脈血漿（凝固）,%,%,1
1963,血液検査,F6,1.2.840.114319.5.1000.1.22.2,031902,Ｆⅸ％,1C1,静脈血漿（凝固）,%,%,1
1964,血液検査,F6-ch,1.2.840.114319.5.1000.1.22.2,031911,Ｆⅸ－Ｃｈ％,1C1,静脈血漿（凝固）,%,%,1
1965,血液検査,F11,1.2.840.114319.5.1000.1.22.2,032102,Ｆⅹⅰ％,1C1,静脈血漿（凝固）,%,%,1
1966,血液検査,F12,1.2.840.114319.5.1000.1.22.2,032202,Ｆⅹⅱ％,1C1,静脈血漿（凝固）,%,%,1
1967,血液検査,F13,1.2.840.114319.5.1000.1.22.2,032302,Ｆⅹⅲ％,1C1,静脈血漿（凝固）,%,%,1
1968,生化学検査,Ｆｒｅｅ－コレステロール,1.2.840.114319.5.1000.1.22.2,315500,Ｆｒｅｅ－コレステロール,1B1,静脈血清（一般特殊 ）,㎎/dl,㎎/dl,1
1969,染色体検査,Ｇ－バンド法,1.2.840.114319.5.1000.1.22.2,060101,Ｇ－バンド法（Ｌｓｉ）,1G1,末梢全血（HLA関連）,,,1
1970,ウイルス検査,IgM-HBc抗体,1.2.840.114319.5.1000.1.22.2,561900,Ｈｂｃ－Ｉｇｍ抗体,1B1,静脈血清（一般特殊 ）,,,1
1971,ウイルス検査,Ｈｂｖ－Ｄｎａ定量（Ｉｕ）,1.2.840.114319.5.1000.1.22.2,562301,Ｈｂｖ－Ｄｎａ定量（Ｉｕ）,1B1,静脈血清（一般特殊 ）,,,1
1972,ウイルス検査,Ｈｂｖ－Ｄｎａ定量／Ｔａｑｍａｎ,1.2.840.114319.5.1000.1.22.2,562300,Ｈｂｖ－Ｄｎａ定量／Ｔａｑｍａｎ,1B1,静脈血清（一般特殊 ）,,,1
1973,内分泌検査,Ｈｃｇ－Β,1.2.840.114319.5.1000.1.22.2,330200,Ｈｃｇ－Β,1B1,静脈血清（一般特殊 ）,ng/ml,ng/ml,1
1974,ウイルス検査,Ｈｃｖ－Ｃｉ,1.2.840.114319.5.1000.1.22.2,563101,Ｈｃｖ－Ｃｉ,1C1,静脈血漿（凝固）,,,1
1975,免疫血清検査,Ｈ－Ｆａｂｐ（定性）,1.2.840.114319.5.1000.1.22.2,308400,Ｈ－Ｆａｂｐ（定性）,1D1,静脈全血（染色体・遺伝）,,,1
1976,免疫血清検査,Ｈ－Ｆａｂｐ（定量）,1.2.840.114319.5.1000.1.22.2,308500,Ｈ－Ｆａｂｐ（定量）,1B1,静脈血清（一般特殊 ）,,,1
1977,内分泌検査,Ｈｇｈ（　１）,1.2.840.114319.5.1000.1.22.2,683101,Ｈｇｈ（　１）,9C1,負荷血漿,ng/ml,ng/ml,1
1978,内分泌検査,Ｈｇｈ（　２）,1.2.840.114319.5.1000.1.22.2,683102,Ｈｇｈ（　２）,9C1,負荷血漿,ng/ml,ng/ml,1
1979,内分泌検査,Ｈｇｈ（　３）,1.2.840.114319.5.1000.1.22.2,683103,Ｈｇｈ（　３）,9C1,負荷血漿,ng/ml,ng/ml,1
1980,内分泌検査,Ｈｇｈ（　４）,1.2.840.114319.5.1000.1.22.2,683104,Ｈｇｈ（　４）,9C1,負荷血漿,ng/ml,ng/ml,1
1981,内分泌検査,Ｈｇｈ（　５）,1.2.840.114319.5.1000.1.22.2,683105,Ｈｇｈ（　５）,9C1,負荷血漿,ng/ml,ng/ml,1
1982,ウイルス検査,Ｈｈｖ６ｄｎａ定性,1.2.840.114319.5.1000.1.22.2,525600,Ｈｈｖ６ｄｎａ定性,1D1,静脈全血（染色体・遺伝）,,,1
1983,ウイルス検査,Ｈｈｖ７ｄｎａ定性,1.2.840.114319.5.1000.1.22.2,525700,Ｈｈｖ７ｄｎａ定性,1D1,静脈全血（染色体・遺伝）,,,1
1984,遺伝子検査,Ｈｌａ遺伝子型,1.2.840.114319.5.1000.1.22.2,004700,Ｈｌａ遺伝子型,4W1,検体,,,1
1985,免疫血清検査,IL-6,1.2.840.114319.5.1000.1.22.2,377100,Ｉｌ－６　（院外）,1B1,静脈血清（一般特殊 ）,,,1
1986,免疫血清検査,Ｌａｃ：Ｄｒｖｖｔ比,1.2.840.114319.5.1000.1.22.2,036801,Ｌａｃ：Ｄｒｖｖｔ比,1C1,静脈血漿（凝固）,,,1
1987,免疫血清検査,Ｌａｃ：Ｐｌｉ比,1.2.840.114319.5.1000.1.22.2,036701,Ｌａｃ：Ｐｌｉ比,1C1,静脈血漿（凝固）,,,1
1988,腫瘍関連検査,Ｎｃｃ　生細胞％,1.2.840.114319.5.1000.1.22.2,480713,Ｎｃｃ　生細胞％,1D1,静脈全血（染色体・遺伝）,%,%,1
1989,細胞性免疫検査,Ｎｋ細胞％,1.2.840.114319.5.1000.1.22.2,470408,Ｎｋ細胞％,1G1,末梢全血（HLA関連）,%,%,1
1990,細胞性免疫検査,Ｎｋ細胞数（／Μｌ）,1.2.840.114319.5.1000.1.22.2,470409,Ｎｋ細胞数（／Μｌ）,1G1,末梢全血（HLA関連）,個,個,1
1991,遺伝子検査,Ｎｕｄｔ１５遺伝子解析,1.2.840.114319.5.1000.1.22.2,079100,Ｎｕｄｔ１５遺伝子解析,1D1,静脈全血（染色体・遺伝）,,,1
1992,細胞性免疫検査,Ｐｈａ－Ｃｏｎｔ．,1.2.840.114319.5.1000.1.22.2,450102,Ｐｈａ－Ｃｏｎｔ．,1D1,静脈全血（染色体・遺伝）,cpm,cpm,1
1993,細胞性免疫検査,Ｐｈａ－Ｐａｔ．,1.2.840.114319.5.1000.1.22.2,450101,Ｐｈａ－Ｐａｔ．,1D1,静脈全血（染色体・遺伝）,cpm,cpm,1
1994,生化学検査,ﾎｽﾎｾﾘﾝ,1.2.840.114319.5.1000.1.22.2,394101,Ｐｈｏｓｐｈｏｓｅｒｉｎｅ,1C1,静脈血漿（凝固）,μMol/L,μMol/L,1
1995,その他,Ｐ－Ｖｅｇｆ,1.2.840.114319.5.1000.1.22.2,375400,Ｐ－Ｖｅｇｆ,1C1,静脈血漿（凝固）,,,1
1996,遺伝子検査,Ｐ－Ｗ／Ａｎｇ遺伝子解析,1.2.840.114319.5.1000.1.22.2,077100,Ｐ－Ｗ／Ａｎｇ遺伝子解析,1D1,静脈全血（染色体・遺伝）,,,1
1997,免疫血清検査,Ｒａテスト,1.2.840.114319.5.1000.1.22.2,370700,Ｒａテスト,1B1,静脈血清（一般特殊 ）,,,1
1998,ウイルス検査,Ｒｓｖ抗原定性,1.2.840.114319.5.1000.1.22.2,521500,Ｒｓｖ抗原定性,4G2,鼻咽頭粘液,,,1
1999,遺伝子検査,Ｓｍａ遺伝子解析,1.2.840.114319.5.1000.1.22.2,077200,Ｓｍａ遺伝子解析,1D1,静脈全血（染色体・遺伝）,,,1
2000,生化学検査,Ｔ／Ｔ比,1.2.840.114319.5.1000.1.22.2,382125,Ｔ／Ｔ比,1B1,静脈血清（一般特殊 ）,,,1
2001,研究検査,TNF-α,1.2.840.114319.5.1000.1.22.2,375100,Ｔｎｆ－Α,1B1,静脈血清（一般特殊 ）,,,1
2002,遺伝子検査,Ｔ細胞％,1.2.840.114319.5.1000.1.22.2,470404,Ｔ細胞％,1G1,末梢全血（HLA関連）,%,%,1
2003,遺伝子検査,Ｔ細胞数（／Μｌ）,1.2.840.114319.5.1000.1.22.2,470405,Ｔ細胞数（／Μｌ）,1G1,末梢全血（HLA関連）,個,個,1
2004,血液検査,Ｖｗブランド因子活性,1.2.840.114319.5.1000.1.22.2,033400,Ｖｗブランド因子活性,1C1,静脈血漿（凝固）,%,%,1
2005,遺伝子検査,WT1 mRNA,1.2.840.114319.5.1000.1.22.2,075005,Ｗｔ１ｍｒｎａ（末血）,1D1,静脈全血（染色体・遺伝）,,,1
2006,免疫血清検査,α1アンチトリプシン,1.2.840.114319.5.1000.1.22.2,306600,Α１－アンチトリプシン,1B1,静脈血清（一般特殊 ）,㎎/dl,㎎/dl,1
2007,生化学検査,γ－リノレン酸,1.2.840.114319.5.1000.1.22.2,382109,Γ－リノレン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2008,生化学検査,ジホモ－γ－リノレン酸,1.2.840.114319.5.1000.1.22.2,382115,ジホモ－Γ－リノレン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2009,生化学検査,アラキジン酸,1.2.840.114319.5.1000.1.22.2,382111,アラキジン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2010,生化学検査,アラキドン酸,1.2.840.114319.5.1000.1.22.2,382116,アラキドン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2011,生化学検査,エイコサジエン酸,1.2.840.114319.5.1000.1.22.2,382113,エイコサジエン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2012,生化学検査,エイコサトリエン酸,1.2.840.114319.5.1000.1.22.2,382114,エイコサトリエン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2013,生化学検査,エイコサペンタエン酸,1.2.840.114319.5.1000.1.22.2,382117,エイコサペンタエン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2014,生化学検査,エイコセン酸,1.2.840.114319.5.1000.1.22.2,382112,エイコセン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2015,生化学検査,エルシン酸,1.2.840.114319.5.1000.1.22.2,382119,エルシン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2016,生化学検査,オレイン酸,1.2.840.114319.5.1000.1.22.2,382107,オレイン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2017,生化学検査,ステアリン酸,1.2.840.114319.5.1000.1.22.2,382106,ステアリン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2018,生化学検査,セレン,1.2.840.114319.5.1000.1.22.2,304700,セレン,1B1,静脈血清（一般特殊 ）,μg/L,μg/L,1
2019,生化学検査,ドコサテトラエン酸,1.2.840.114319.5.1000.1.22.2,382120,ドコサテトラエン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2020,生化学検査,ドコサヘキサエン酸,1.2.840.114319.5.1000.1.22.2,382123,ドコサヘキサエン酸,1B1,静脈血清（一般特殊 ）,,,1
2021,生化学検査,ドコサペンタエン酸,1.2.840.114319.5.1000.1.22.2,382121,ドコサペンタエン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2022,生化学検査,ネルボン酸,1.2.840.114319.5.1000.1.22.2,382124,ネルボン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2023,生化学検査,パルミチン酸,1.2.840.114319.5.1000.1.22.2,382104,パルミチン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2024,生化学検査,パルミトレイン酸,1.2.840.114319.5.1000.1.22.2,382105,パルミトレイン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2025,生化学検査,ベヘニン酸,1.2.840.114319.5.1000.1.22.2,382118,ベヘニン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2026,生化学検査,ミリスチン酸,1.2.840.114319.5.1000.1.22.2,382102,ミリスチン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2027,生化学検査,ミリストレイン酸,1.2.840.114319.5.1000.1.22.2,382103,ミリストレイン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2028,生化学検査,ラウリン酸,1.2.840.114319.5.1000.1.22.2,382101,ラウリン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2029,生化学検査,リグノセリン酸,1.2.840.114319.5.1000.1.22.2,382122,リグノセリン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2030,生化学検査,リノール酸,1.2.840.114319.5.1000.1.22.2,382108,リノール酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2031,生化学検査,リノレン酸,1.2.840.114319.5.1000.1.22.2,382110,リノレン酸,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2032,ウイルス検査,アデノ（Ｃｆ）,1.2.840.114319.5.1000.1.22.2,500100,アデノ（Ｃｆ）,1B1,静脈血清（一般特殊 ）,倍,倍,1
2033,ウイルス検査,アデノ７型（Ｎｔ）,1.2.840.114319.5.1000.1.22.2,500800,アデノ７型（Ｎｔ）,1B1,静脈血清（一般特殊 ）,倍,倍,1
2034,ウイルス検査,アデノウイルス抗原,1.2.840.114319.5.1000.1.22.2,502400,アデノウイルス抗原,4G1,咽頭粘液,,,1
2035,生化学検査,アミノ酸代謝,1.2.840.114319.5.1000.1.22.2,393899,アミノ酸代謝,1G1,末梢全血（HLA関連）,,,1
2036,免疫血清検査,アミロイドＡ蛋白,1.2.840.114319.5.1000.1.22.2,301300,アミロイドＡ蛋白,1B1,静脈血清（一般特殊 ）,,,1
2037,免疫血清検査,アミロイドＡ蛋白,1.2.840.114319.5.1000.1.22.2,301301,新アミロイドＡ蛋白,1B1,静脈血清（一般特殊 ）,,,1
2038,生化学検査,アルドラーゼ,1.2.840.114319.5.1000.1.22.2,312400,アルドラーゼ,1B1,静脈血清（一般特殊 ）,IU/L/37C,IU/L/37C,1
2039,生化学検査,アンバウンドビリルビン,1.2.840.114319.5.1000.1.22.2,302711,アンバウンドビリルビン,1B1,静脈血清（一般特殊 ）,μg/ml,μg/ml,1
2040,免疫血清検査,ガラクトース（濾紙）,1.2.840.114319.5.1000.1.22.2,393300,ガラクトース（濾紙）,1G1,末梢全血（HLA関連）,㎎/dl,㎎/dl,1
2041,免疫血清検査,カンジダ抗原(定性),1.2.840.114319.5.1000.1.22.2,582400,血清カンジダ抗原,1B1,静脈血清（一般特殊 ）,,,1
2042,免疫血清検査,カンジダ抗原(定量),1.2.840.114319.5.1000.1.22.2,582401,カンジダＩｎｄｅｘ,1B1,静脈血清（一般特殊 ）,,,1
2043,免疫血清検査,クリオグロブリン,1.2.840.114319.5.1000.1.22.2,306500,クリオグロブリン,1B1,静脈血清（一般特殊 ）,,,1
2044,免疫血清検査,サイロイドテスト,1.2.840.114319.5.1000.1.22.2,343100,サイロイドテスト,1B1,静脈血清（一般特殊 ）,倍,倍,1
2045,内分泌検査,サイログロブリン,1.2.840.114319.5.1000.1.22.2,333900,サイログロブリン,1B1,静脈血清（一般特殊 ）,ng/ml,ng/ml,1
2046,遺伝子検査,ジストロフィンＤｎａ,1.2.840.114319.5.1000.1.22.2,075300,ジストロフィンＤｎａ欠失／Ｐｃｒ,1D1,静脈全血（染色体・遺伝）,,,1
2047,内分泌検査,テストステロン,1.2.840.114319.5.1000.1.22.2,330301,テストステロン,1C1,静脈血漿（凝固）,,,1
2048,免疫血清検査,トランスフェリン,1.2.840.114319.5.1000.1.22.2,306300,トランスフェリン,1B1,静脈血清（一般特殊 ）,㎎/dl,㎎/dl,1
2049,免疫血清検査,ハプトグロビン型別,1.2.840.114319.5.1000.1.22.2,305502,ハプトグロビン型別,1B1,静脈血清（一般特殊 ）,,,1
2050,免疫血清検査,ハプトグロビン定量,1.2.840.114319.5.1000.1.22.2,305501,ハプトグロビン定量,1B1,静脈血清（一般特殊 ）,㎎/dl,㎎/dl,1
2051,ウイルス検査,パルボウイルスＩｇｍ,1.2.840.114319.5.1000.1.22.2,522700,パルボウイルスＩｇｍ,1B1,静脈血清（一般特殊 ）,,,1
2052,ウイルス検査,ヒトヘルペス６ｉｇｇ／Ｆａ,1.2.840.114319.5.1000.1.22.2,525100,ヒトヘルペス６ｉｇｇ／Ｆａ,1B1,静脈血清（一般特殊 ）,,,1
2053,ウイルス検査,ヒトヘルペス６ｉｇｍ／Ｆａ,1.2.840.114319.5.1000.1.22.2,525200,ヒトヘルペス６ｉｇｍ／Ｆａ,1B1,静脈血清（一般特殊 ）,,,1
2054,ウイルス検査,ヒトヘルペス７ｉｇｇ／Ｆａ,1.2.840.114319.5.1000.1.22.2,525300,ヒトヘルペス７ｉｇｇ／Ｆａ,1B1,静脈血清（一般特殊 ）,,,1
2055,ウイルス検査,ヒトヘルペス７ｉｇｍ／Ｆａ,1.2.840.114319.5.1000.1.22.2,525400,ヒトヘルペス７ｉｇｍ／Ｆａ,1B1,静脈血清（一般特殊 ）,,,1
2056,ウイルス検査,ヒトメタニューモ抗原,1.2.840.114319.5.1000.1.22.2,509100,ヒトメタニューモ抗原,4G2,鼻咽頭粘液,,,1
2057,遺伝子検査,ヘモグロビン分画,1.2.840.114319.5.1000.1.22.2,382600,ヘモグロビン分画,1D1,静脈全血（染色体・遺伝）,,,1
2058,染色体検査,マイクロアレイ染（Ｃｇｈ法）,1.2.840.114319.5.1000.1.22.2,073000,マイクロアレイ染（Ｃｇｈ法）,1G1,末梢全血（HLA関連）,,,1
2059,免疫血清検査,マイクロゾ－ムテスト,1.2.840.114319.5.1000.1.22.2,343200,マイクロゾ－ムテスト,1B1,静脈血清（一般特殊 ）,倍,倍,1
2060,ウイルス検査,ムンプスウイルスIgG,1.2.840.114319.5.1000.1.22.2,511400,ムンプスＩｇｇ,1B1,静脈血清（一般特殊 ）,,,1
